University,Author Name,Author URL
ÖZYEĞİN ÜNİVERSİTESİ,Dr. Sinem Emine Mete,https://scholar.google.com/citations?view_op=medium_photo&user=UhuRbWQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Koray İnçki,https://scholar.google.com/citations?view_op=medium_photo&user=XcFA54sAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Hamza Makhamreh,https://scholar.google.com/citations?view_op=medium_photo&user=j8Okt8IAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Zafer Gurel,https://scholar.google.com/citations?view_op=medium_photo&user=OnXbgNQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,İlknur Karadeniz,https://scholar.google.com/citations?view_op=medium_photo&user=FxEdUdQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Nagihan Comez Dolgan,https://scholar.google.com/citations?view_op=medium_photo&user=_vUomt4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Taner Yılmaz,https://scholar.google.com/citations?view_op=medium_photo&user=59DkD9IAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Zeynep Özdemir Güler,https://scholar.google.com/citations?view_op=medium_photo&user=yiHpQBEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Alina Taran,https://scholar.google.com/citations?view_op=medium_photo&user=g-Br5tsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Hande Öztürk,https://scholar.google.com/citations?view_op=medium_photo&user=5SdOM4wAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Şenay Yitmen,https://scholar.google.com/citations?view_op=medium_photo&user=bd6lvtoAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Cem Deniz Caglar Bozkir,https://scholar.google.com/citations?view_op=medium_photo&user=hqN1J00AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,nuri ozalp,https://scholar.google.com/citations?view_op=medium_photo&user=6BoNSjUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Başak Ozan Özparlak,https://scholar.google.com/citations?view_op=medium_photo&user=8IoAWToAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Yigit Altan,https://scholar.google.com/citations?view_op=medium_photo&user=LGijOPUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,T. Deniz Erkmen,https://scholar.google.com/citations?view_op=medium_photo&user=qbnrn6gAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Altug M. Basol,https://scholar.google.com/citations?view_op=medium_photo&user=eE89qaoAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Dr. Sueda Saylan,https://scholar.google.com/citations?view_op=medium_photo&user=QFaxhHYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Furkan Kınlı,https://scholar.google.com/citations?view_op=medium_photo&user=EJDZ6aAAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Handan Borluk,https://scholar.google.com/citations?view_op=medium_photo&user=zApEoAkAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Derya Yorgancioglu,https://scholar.google.com/citations?view_op=medium_photo&user=poWLNZYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Gaye Genç,https://scholar.google.com/citations?view_op=medium_photo&user=KnjBRWUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Fatemeh Kalantarifard,https://scholar.google.com/citations?view_op=medium_photo&user=hRImzpsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Orcun Temizkan,https://scholar.google.com/citations?view_op=medium_photo&user=mVFm4jAAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Asst. Prof. Hanım Kader Şanlıöz-Özgen (ÜAK Doçent),https://scholar.google.com/citations?view_op=medium_photo&user=0f3nMNEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ali Hosseinzadeh,https://scholar.google.com/citations?view_op=medium_photo&user=PIslUKUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Suzan Tireki,https://scholar.google.com/citations?view_op=medium_photo&user=760ODMAAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ilker Fatih Ozorhon,https://scholar.google.com/citations?view_op=medium_photo&user=pFb_4HwAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Nese Ganiç Saglam,https://scholar.google.com/citations?view_op=medium_photo&user=ZT2P0fYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Merih Erol,https://scholar.google.com/citations?view_op=medium_photo&user=Ka9_0DkAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Gozde Corekcioglu,https://scholar.google.com/citations?view_op=medium_photo&user=A8cO090AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Berkay Anahtarci,https://scholar.google.com/citations?view_op=medium_photo&user=I2UqIcIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,"Faik Gür, Ph.D., Associate Professor",https://scholar.google.com/citations?view_op=medium_photo&user=7DhS2UIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mehmet Önal,https://scholar.google.com/citations?view_op=medium_photo&user=yX6lLOoAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Alpkan Birelma,https://scholar.google.com/citations?view_op=medium_photo&user=3adTQgEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Can Deha Karıksız,https://scholar.google.com/citations?view_op=medium_photo&user=ar_DOeQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ekrem Çetinkaya,https://scholar.google.com/citations?view_op=medium_photo&user=fRqwRgQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Işılay Tekçe,https://scholar.google.com/citations?view_op=medium_photo&user=APVlgVAAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mehmet Saner,https://scholar.google.com/citations?view_op=medium_photo&user=mcHAzQIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Arzu Turkan,https://scholar.google.com/citations?view_op=medium_photo&user=7syDgBoAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Metin Çavuş,https://scholar.google.com/citations?view_op=medium_photo&user=z5LW5fcAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Sevgi Usta,https://scholar.google.com/citations?view_op=medium_photo&user=4CWuCK4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ali Sipahi,https://scholar.google.com/citations?view_op=medium_photo&user=i-mQgfEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Gonul Sengul,https://scholar.google.com/citations?view_op=medium_photo&user=7mFBUJEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ferhat KARANFİL,https://scholar.google.com/citations?view_op=medium_photo&user=zswqbaAAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Gulsah Sagbas,https://scholar.google.com/citations?view_op=medium_photo&user=cDjr-GkAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Beyza Şat,https://scholar.google.com/citations?view_op=medium_photo&user=SDEiCcEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ozgun Ekici,https://scholar.google.com/citations?view_op=medium_photo&user=9iI3xiYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Doga Dinemis Aman,https://scholar.google.com/citations?view_op=medium_photo&user=bXB6gW4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ozge Peksatici Yanikoglu,https://scholar.google.com/citations?view_op=medium_photo&user=dDjYjBYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Didem Boyacıoğlu,https://scholar.google.com/citations?view_op=medium_photo&user=U6ASaawAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Sena Kilic,https://scholar.google.com/citations?view_op=medium_photo&user=NRtOGL0AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Anıl Doğru,https://scholar.google.com/citations?view_op=medium_photo&user=REiKP6AAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ş. Nuray Akin,https://scholar.google.com/citations?view_op=medium_photo&user=IWsvZDsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,"Canakcioglu,  Nevset Gul",https://scholar.google.com/citations?view_op=medium_photo&user=dNJXn9UAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ömer Faruk Çelebi,https://scholar.google.com/citations?view_op=medium_photo&user=yVpTuK4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mohammad Reza Ghavidel Aghdam,https://scholar.google.com/citations?view_op=medium_photo&user=mZjBA18AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Yaşar Safkan,https://scholar.google.com/citations?view_op=medium_photo&user=wpq_6hMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Melike Findikoglu,https://scholar.google.com/citations?view_op=medium_photo&user=ZXh0FKwAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Leyla Adiloglu-Yalcinkaya,https://scholar.google.com/citations?view_op=medium_photo&user=Y9rYHDQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Selin ÜST,https://scholar.google.com/citations?view_op=medium_photo&user=axhCK40AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Isam Jabbar Ibrahim,https://scholar.google.com/citations?view_op=medium_photo&user=Sm1P72QAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Arzu Aras (Akçal),https://scholar.google.com/citations?view_op=medium_photo&user=7ePe8MYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Leila Ashegh Navaie Ph.D in Applied Linguistics & TESOL,https://scholar.google.com/citations?view_op=medium_photo&user=eVmNzCUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Luca Orlandi,https://scholar.google.com/citations?view_op=medium_photo&user=-hQgwCYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,S. Mehmet Ozsoy,https://scholar.google.com/citations?view_op=medium_photo&user=jzT-cw8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Begum Guney,https://scholar.google.com/citations?view_op=medium_photo&user=z42aCP4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Eser Selen,https://scholar.google.com/citations?view_op=medium_photo&user=YAtCrWYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Senem Timuroğlu,https://scholar.google.com/citations?view_op=medium_photo&user=WKFiBVQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Umut Gokcen,https://scholar.google.com/citations?view_op=medium_photo&user=4iLF9jIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Tugce Erkilic Civelek,https://scholar.google.com/citations?view_op=medium_photo&user=RcdF89kAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Barış Demirbay,https://scholar.google.com/citations?view_op=medium_photo&user=Sd9yZaEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ali Alipour,https://scholar.google.com/citations?view_op=medium_photo&user=plrTep4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Araz Salimnezhad,https://scholar.google.com/citations?view_op=medium_photo&user=cDygKcsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Aybike Mergen,https://scholar.google.com/citations?view_op=medium_photo&user=4FlGXtwAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ayse H. Koksal,https://scholar.google.com/citations?view_op=medium_photo&user=Ric_iFYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Nitel Muhtaroglu,https://scholar.google.com/citations?view_op=medium_photo&user=vqPLvgsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Burcu Mutlu,https://scholar.google.com/citations?view_op=medium_photo&user=QdwE-VQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mohammad Bagheri,https://scholar.google.com/citations?view_op=medium_photo&user=nw7-vDkAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ali Serdar,https://scholar.google.com/citations?view_op=medium_photo&user=a0pYaBQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,İpek Sevda Söğüt,https://scholar.google.com/citations?view_op=medium_photo&user=9z_jHawAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Kambiz Shojaei,https://scholar.google.com/citations?view_op=medium_photo&user=EmjKcKgAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Cem Keskin,https://scholar.google.com/citations?view_op=medium_photo&user=Od1aKcEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Senad Lekpek,https://scholar.google.com/citations?view_op=medium_photo&user=Ymy61-UAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Waqas Hussain,https://scholar.google.com/citations?view_op=medium_photo&user=9H0F0D0AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,"Celia K. Naivar Sen, PhD, MPH",https://scholar.google.com/citations?view_op=medium_photo&user=EM7Mkk0AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Dr. Ferhat Yıldırım,https://scholar.google.com/citations?view_op=medium_photo&user=Py8XG_cAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ali Arsal,https://scholar.google.com/citations?view_op=medium_photo&user=dHFeFuYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Negin Amirshirzad,https://scholar.google.com/citations?view_op=medium_photo&user=eWjOcCEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Aras Türay,https://scholar.google.com/citations?view_op=medium_photo&user=AQXxMfEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Muzaffer Akat,https://scholar.google.com/citations?view_op=medium_photo&user=TgrRv_YAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ramin Soleymani,https://scholar.google.com/citations?view_op=medium_photo&user=0bpQnrcAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Z. Melis Teksan,https://scholar.google.com/citations?view_op=medium_photo&user=FENSVMAAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Asli Zulug,https://scholar.google.com/citations?view_op=medium_photo&user=apKhDSUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Gorkem Muttalip Simsek,https://scholar.google.com/citations?view_op=medium_photo&user=zLOgRYYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ayşe Ceren Bilge,https://scholar.google.com/citations?view_op=medium_photo&user=2vshkIgAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,ECE KALAYCIOĞLU ÖZDEMİR,https://scholar.google.com/citations?view_op=medium_photo&user=XRaEw3kAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mehmet Onur Keskin,https://scholar.google.com/citations?view_op=medium_photo&user=jGrLNAEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Aykan Akbulut,https://scholar.google.com/citations?view_op=medium_photo&user=HG6Hvl8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mehmet Öz,https://scholar.google.com/citations?view_op=medium_photo&user=FBZcsucAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ali Nezami,https://scholar.google.com/citations?view_op=medium_photo&user=becore8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Basak Altan,https://scholar.google.com/citations?view_op=medium_photo&user=vYTO-gMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Emre Karali,https://scholar.google.com/citations?view_op=medium_photo&user=ESow4ssAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Emrah Ahi,https://scholar.google.com/citations?view_op=medium_photo&user=xPCjU-8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Iklil Selcuk,https://scholar.google.com/citations?view_op=medium_photo&user=-_yAYJcAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Bo Wei,https://scholar.google.com/citations?view_op=medium_photo&user=gLOpRgMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Merdan Batyrow,https://scholar.google.com/citations?view_op=medium_photo&user=cfzTWNUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Candan Turkkan,https://scholar.google.com/citations?view_op=medium_photo&user=TgfbnzMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Umut Çakan,https://scholar.google.com/citations?view_op=medium_photo&user=yhZP5D0AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ramin Sheikhi Garjan,https://scholar.google.com/citations?view_op=medium_photo&user=_NRToDUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Sevket Arisu,https://scholar.google.com/citations?view_op=medium_photo&user=rQvu_BUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Duygu Gürleyik,https://scholar.google.com/citations?view_op=medium_photo&user=JNkaA14AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Gökçe Güven,https://scholar.google.com/citations?view_op=medium_photo&user=wGwJyIsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Daniel K. Tettey,https://scholar.google.com/citations?view_op=medium_photo&user=CRoFar8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Murat Sahin,https://scholar.google.com/citations?view_op=medium_photo&user=7h5014EAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Kerem Sarıkaya,https://scholar.google.com/citations?view_op=medium_photo&user=M8o0U4MAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Luca Orlandi,https://scholar.google.com/citations?view_op=medium_photo&user=sACpJQoAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Yavuz Selim Hindistan,https://scholar.google.com/citations?view_op=medium_photo&user=6LVmtuAAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Atahan Çaldır,https://scholar.google.com/citations?view_op=medium_photo&user=ikHQAhAAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Pelin Atahan,https://scholar.google.com/citations?view_op=medium_photo&user=vMwSNAMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,"İsmail Başoğlu, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=SJcu3HMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,ZEHRA TONBUL,https://scholar.google.com/citations?view_op=medium_photo&user=NPob0uoAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Samarjit Ghosh,https://scholar.google.com/citations?view_op=medium_photo&user=GE7SCgIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Burhan Kara,https://scholar.google.com/citations?view_op=medium_photo&user=RSBiIHoAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Gerard Djengomemgoto,https://scholar.google.com/citations?view_op=medium_photo&user=U2vbL-oAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ebru Kilic-Bebek,https://scholar.google.com/citations?view_op=medium_photo&user=s7r9w2MAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Hulusi Alphan Dinçkol,https://scholar.google.com/citations?view_op=medium_photo&user=4S6O2OUAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ozcan Ceylan,https://scholar.google.com/citations?view_op=medium_photo&user=3_aZhsEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Neslihan Cesur,https://scholar.google.com/citations?view_op=medium_photo&user=xcHEB0EAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,S.Vegar Seyedmohammadi,https://scholar.google.com/citations?view_op=medium_photo&user=8Sl8bAQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Zeynep G Karapars,https://scholar.google.com/citations?view_op=medium_photo&user=OPciQtMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ilgın Sandalcı,https://scholar.google.com/citations?view_op=medium_photo&user=-tXCWQIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Zeynep Reva,https://scholar.google.com/citations?view_op=medium_photo&user=HMAiM_kAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mehmet Yiğit Özgenç,https://scholar.google.com/citations?view_op=medium_photo&user=gm_VX0AAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Burak Taşdizen,https://scholar.google.com/citations?view_op=medium_photo&user=0IwtQGcAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Shayan Ramezanzadeh,https://scholar.google.com/citations?view_op=medium_photo&user=8dsSFfkAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Xiaohan Hannah Wen,https://scholar.google.com/citations?view_op=medium_photo&user=nrCcIF8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Umut Akovalı,https://scholar.google.com/citations?view_op=medium_photo&user=QDVA2wkAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ferhan Hasmaden,https://scholar.google.com/citations?view_op=medium_photo&user=Yn3MmKsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Miray Boga,https://scholar.google.com/citations?view_op=medium_photo&user=oN8U2BIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Oguz Can OK,https://scholar.google.com/citations?view_op=medium_photo&user=7XJ8EU0AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Asena Ayşe Kaplan,https://scholar.google.com/citations?view_op=medium_photo&user=SmBl6xQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Erphan Safdari,https://scholar.google.com/citations?view_op=medium_photo&user=gEiV_okAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Melis Taner,https://scholar.google.com/citations?view_op=medium_photo&user=aNON37QAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Merve Nur Altundal,https://scholar.google.com/citations?view_op=medium_photo&user=KU64nZcAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Nayyef Ahmed Talib Talib,https://scholar.google.com/citations?view_op=medium_photo&user=ifbDk4MAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Zeynep Ceylanlı,https://scholar.google.com/citations?view_op=medium_photo&user=yOL9dBsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Deniz Iskender,https://scholar.google.com/citations?view_op=medium_photo&user=74AZMv0AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Toygar Ulgen,https://scholar.google.com/citations?view_op=medium_photo&user=rBpilgsAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Taner Yıldız,https://scholar.google.com/citations?view_op=medium_photo&user=JqSlrEMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Merve Elbirlik Tülek,https://scholar.google.com/citations?view_op=medium_photo&user=HvVxhLYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ahmet Sahin,https://scholar.google.com/citations?view_op=medium_photo&user=EAhP4IMAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Muhammad Kabir Balarabe,https://scholar.google.com/citations?view_op=medium_photo&user=edG6jSwAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Gulbin Lekesiz,https://scholar.google.com/citations?view_op=medium_photo&user=P-xao4wAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Deniz Mansouri,https://scholar.google.com/citations?view_op=medium_photo&user=ze-D3L8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Çağdaş Cirit,https://scholar.google.com/citations?view_op=medium_photo&user=vxf7ABgAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Canay Isil,https://scholar.google.com/citations?view_op=medium_photo&user=Rj2jeuYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Abdelaziz Ashraf,https://scholar.google.com/citations?view_op=medium_photo&user=IcqqORIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Cihangir Ertaban,https://scholar.google.com/citations?view_op=medium_photo&user=l6TG6DwAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ovunc Ege,https://scholar.google.com/citations?view_op=medium_photo&user=bvXY1-AAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Cem Ersoz,https://scholar.google.com/citations?view_op=medium_photo&user=ic-olSwAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Tolga Ersoy,https://scholar.google.com/citations?view_op=medium_photo&user=RUmCdU4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ali Mahmoodi Nehrani,https://scholar.google.com/citations?view_op=medium_photo&user=kAnjEt8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Begüm Diker,https://scholar.google.com/citations?view_op=medium_photo&user=PAUXc_IAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Erkan SARIKAYA,https://scholar.google.com/citations?view_op=medium_photo&user=jTO93IoAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ersin Yıldız,https://scholar.google.com/citations?view_op=medium_photo&user=WILmy4oAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mehmet Polat Kuntuz,https://scholar.google.com/citations?view_op=medium_photo&user=fQCjatYAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,ezgi hamzaçebi,https://scholar.google.com/citations?view_op=medium_photo&user=6M4FOLQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Hashir Kuniyil,https://scholar.google.com/citations?view_op=medium_photo&user=w_fJZn8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Islam Guven,https://scholar.google.com/citations?view_op=medium_photo&user=TAQaab0AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,İbrahim BAĞLICA,https://scholar.google.com/citations?view_op=medium_photo&user=mGNrJLgAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Sami Kocabıyık,https://scholar.google.com/citations?view_op=medium_photo&user=Af5iQa8AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Fatma Caner,https://scholar.google.com/citations?view_op=medium_photo&user=igjGNfgAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Ozkan Akpinar,https://scholar.google.com/citations?view_op=medium_photo&user=uR0YwbcAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mahshad Azima,https://scholar.google.com/citations?view_op=medium_photo&user=RGaU-g4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Asena Cerhan Haink,https://scholar.google.com/citations?view_op=medium_photo&user=gfUE1vQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Cansu Iskenderoglu,https://scholar.google.com/citations?view_op=medium_photo&user=OzaGV24AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Bahar Tarakçı,https://scholar.google.com/citations?view_op=medium_photo&user=6VbROIQAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Nezih Sunman,https://scholar.google.com/citations?view_op=medium_photo&user=PG7whZIAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Emir Arditi,https://scholar.google.com/citations?view_op=medium_photo&user=oZkaOigAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mustafa Derman,https://scholar.google.com/citations?view_op=medium_photo&user=ukQOqNkAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Kerem Arayici,https://scholar.google.com/citations?view_op=medium_photo&user=kqGgUscAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,tufan akba,https://scholar.google.com/citations?view_op=medium_photo&user=AW-egLgAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Mahir Sarigul,https://scholar.google.com/citations?view_op=medium_photo&user=1NQKzzEAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Hamdi Deniz Ege Göktuna,https://scholar.google.com/citations?view_op=medium_photo&user=BxJhkb4AAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Sezai Artun Ozyegin,https://scholar.google.com/citations?view_op=medium_photo&user=hKmywZwAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Cihan Pehlivan,https://scholar.google.com/citations?view_op=medium_photo&user=rnxn20MAAAAJ
ÖZYEĞİN ÜNİVERSİTESİ,Kenan Cem Demirel,https://scholar.google.com/citations?view_op=medium_photo&user=58dBmC4AAAAJ
